"annotation_id","annotator","comment_id","create_time","create_time_iso","created_at","id","lead_time","like_count","parent_id","reply_count","sentiment","source_file","text","type","updated_at","username","video_id"
86,"1","UgwGkY_qZVYab_ibMgR4AaABAg",1763558574.0,"2025-11-19T13:22:54Z","2026-02-26T12:39:17.753773Z",5009,7.032,0,"",0.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","Dan lagu bang iwan fals yg di blacklist ""DEMOKRASI NASI"" kini jadi kenyataan.. Anak seorang menteri Membuat onar lagi Menembak sampai mati Kok nggak ada sangsi? Tentu tak sesuai dengan undang-undang Di negeri ini yang katanya demokrasi Lain lagi dengan orang biasa Bila mereka curiga Langsung masuk penjara Tanpa bukti nyata Mengapa? Mengapa? Undang-undang tampaknya sakit perut Tuan tolong panggilkan dokter ahli Untuk Indonesia yang sisa hidupnya Mungkin terkena wabah kolera SAH kan saja RUU PERAMPASAN ASET, itu lebih dibutuhkan masyarakat.. pengesahan yg sampai sekarang tiadak ada kabar beritanya.. malah ketok palu sah RUU lain..","comment","2026-02-26T12:39:17.753810Z","@nandosoekodjo","Qw10XTGCt8A"
87,"1","UgzY8acpRxkUUdfx5mV4AaABAg",1767445420.0,"2026-01-03T13:03:40Z","2026-02-26T12:39:22.379824Z",5010,3.609,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Pembungkaman","comment","2026-02-26T12:39:22.379857Z","@arilsanseta843","shoYSQlKgKY"
88,"1","Ugx1v_3LqtUXnSgEVdR4AaABAg",1763460246.0,"2025-11-18T10:04:06Z","2026-02-26T12:39:29.605149Z",5011,3.342,0,"",0.0,"Negative","dataset_youtube_qEr2qHQ1z4M.csv","DPR👎👎👎","comment","2026-02-26T12:39:29.605169Z","@NanDo-h3z","qEr2qHQ1z4M"
89,"1","UgxY8TiMTKyVWHdjHcB4AaABAg",1763557789.0,"2025-11-19T13:09:49Z","2026-02-26T12:39:36.676484Z",5012,2.279,0,"",0.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","Rakyat mana yg berpartisipasi dlm rancangan rkhup ini? Uu pesenan agenda elit global","comment","2026-02-26T12:39:36.676504Z","@fikasyam5078","Qw10XTGCt8A"
90,"1","UgzCeFvRp-L0JqrmPO54AaABAg",1763473896.0,"2025-11-18T13:51:36Z","2026-02-26T12:39:38.748294Z",5013,1.441,17,"",2.0,"Negative","dataset_youtube_kTF__j43Hzs.csv","Perampasan aset sudah tidak di ingat lagi 😂😂😂","comment","2026-02-26T12:39:38.748318Z","@ridwanethed7985","kTF__j43Hzs"
91,"1","UgxECceEu4NLaToNIsF4AaABAg",1767405784.0,"2026-01-03T02:03:04Z","2026-02-26T12:39:41.994110Z",5014,2.67,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","WAKIL RAKYAT YG DIPILIH SAAT PEMILU,AKHIRNYA MENZOLIMI RAKYATNYA SENDIRI..APA PENDAPAT KALIAN SEMUA.","comment","2026-02-26T12:39:41.994138Z","@riyadh0376","shoYSQlKgKY"
92,"1","UgwWFiNbaiqfds5dUp94AaABAg",1767499881.0,"2026-01-04T04:11:21Z","2026-02-26T12:40:17.845571Z",5016,20.428,0,"",0.0,"Neutral","dataset_youtube_w0d3QZfY60Y.csv","Hukuman kerja sosial itu khusus bagi koruptor , dan money Loundring .setelah di miskin kan, seluruh aset nya di sita keluarga nya wajib menjalani hukum an kerja sosial suruh jadi petani pangan di lahan lapas ,","comment","2026-02-26T12:40:17.845595Z","@JokoKuncoro-i8q","w0d3QZfY60Y"
93,"1","UgxVKM8DkpBhVeI1rwV4AaABAg",1767239673.0,"2026-01-01T03:54:33Z","2026-02-26T12:40:30.107486Z",5017,9.536999999999999,0,"",0.0,"Positive","dataset_youtube_1cS3OVTYTPc.csv","kita coba aja benar"" diterapkan apa TDK KLO TDK bisa yaa SDH pertengahan 2026 harus hengkang","comment","2026-02-26T12:40:35.039622Z","@AmeleaNessa","1cS3OVTYTPc"
94,"1","Ugwjr6y3I1b7sE5DhuB4AaABAg",1763556966.0,"2025-11-19T12:56:06Z","2026-02-26T12:40:33.029471Z",5018,2.245,0,"",0.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","UU otoriter  namanya.","comment","2026-02-26T12:40:33.029496Z","@joyosukran9708","Qw10XTGCt8A"
98,"1","UgwYU6uUzO6Kkid2TD94AaABAg.ARUM84ijE9MARVPZgQg-La",1767402876.0,"2026-01-03T01:14:36Z","2026-02-26T12:42:03.287643Z",5019,70.064,2,"UgwYU6uUzO6Kkid2TD94AaABAg","","Positive","dataset_youtube_shoYSQlKgKY.csv","KUHAP juga sudah lama dibahas masuk dalam legislasi....","reply","2026-02-26T12:42:03.287667Z","@bentar0079","shoYSQlKgKY"
97,"1","UgwNx41tWzb1A5IBQJl4AaABAg",1763551196.0,"2025-11-19T11:19:56Z","2026-02-26T12:42:01.076238Z",5020,3.412,0,"",0.0,"Negative","dataset_youtube_CdZvEO8qP-g.csv","Dzolim","comment","2026-02-26T12:42:01.076257Z","@SriwijiLestari-k1i","CdZvEO8qP-g"
95,"1","Ugz8Mtz5vXL4ZUiQ1uF4AaABAg",1763559431.0,"2025-11-19T13:37:11Z","2026-02-26T12:41:49.530371Z",5021,2.364,0,"",0.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","Woyy mana uu perampasan aset","comment","2026-02-26T12:41:49.530398Z","@bibib-3P","Qw10XTGCt8A"
96,"1","UgyrRIE2tNkDrx1VImh4AaABAg",1767320711.0,"2026-01-02T02:25:11Z","2026-02-26T12:41:55.051848Z",5022,3.315,0,"",0.0,"Negative","dataset_youtube_w0d3QZfY60Y.csv","Hukum para boss yg tdk menggaji dn tdk kasih makan pada pekerja sosial!! jika tdk alam semesta yg memberikan hukuman! jgn gaji kecil, suruh byr pajak, di korup, kerja dr subuh smpai malam. Pembantu hrs diperhatikan oleh negara!!😠","comment","2026-02-26T12:41:55.051874Z","@pranamarsyura","w0d3QZfY60Y"
99,"1","UgwTPvoF4lxnnME9_0t4AaABAg",1763459585.0,"2025-11-18T09:53:05Z","2026-02-26T12:42:07.110897Z",5023,3.001,0,"",1.0,"Negative","dataset_youtube_cSJIdclNL60.csv","UNDANG-UNDANG PERAMPASAN ASET HARTA KORUPTOR KAPAN?","comment","2026-02-26T12:42:07.110933Z","@munaim2115","cSJIdclNL60"
100,"1","Ugzb8vC7N562WuD2EVx4AaABAg",1763469981.0,"2025-11-18T12:46:21Z","2026-02-26T12:42:13.433772Z",5024,5.423,0,"",0.0,"Negative","dataset_youtube_CdZvEO8qP-g.csv","Mau minta didemo lagi kyknya,,,bukan uu prmpsan aset yg disahkan ko malah ruu kuhap.bodohnya anggota DPR.","comment","2026-02-26T12:42:13.433786Z","@saifulanwar6745","CdZvEO8qP-g"
101,"1","UgwjfCXMT9LwI-qZhk94AaABAg",1763558951.0,"2025-11-19T13:29:11Z","2026-02-26T12:42:19.516711Z",5025,4.439,0,"",0.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","DPR sudah semena mena dan sudah tidak mewakili rakyat lagi,,,boikot pileg 2029","comment","2026-02-26T12:42:19.516749Z","@didiksudarmadji5787","Qw10XTGCt8A"
102,"1","UgzyX-W5GY30QrrVYwB4AaABAg",1763906730.0,"2025-11-23T14:05:30Z","2026-02-26T12:42:21.455052Z",5026,1.351,0,"",0.0,"Negative","dataset_youtube_R5R2AzsQW4c.csv","PDIP SARANG BAJINGAN!!","comment","2026-02-26T12:42:21.455073Z","@sabilakhtar3866","R5R2AzsQW4c"
103,"1","UgyGDQBL3DyUqevSib14AaABAg",1767601465.0,"2026-01-05T08:24:25Z","2026-02-26T12:42:25.268797Z",5027,2.785,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Gila bnr padahal di pilih dari suara rakyat","comment","2026-02-26T12:42:25.268821Z","@MartinmarvinMarvin","shoYSQlKgKY"
104,"1","UgzLovjKA7agy8kHJwd4AaABAg",1767875158.0,"2026-01-08T12:25:58Z","2026-02-26T12:42:33.324941Z",5028,7.299,0,"",0.0,"Negative","dataset_youtube_4_3LY-OHPbs.csv","Maaf, seorang pemimpin yang berjiwa besar harus bisa menghormati, menghargai melindungi, mengayomi, bahkan menghidupi rakyat dari berbagai latar belakang yang berbeda-beda,  biar tak terjadi gesekan vertikal/ horisontal antar sesama bangsa maka perlu adanya demokrasi musyawarah dan mufakat sesuai nilai-niai Pancasila","comment","2026-02-26T12:42:33.324966Z","@teguhsudaryanto8720","4_3LY-OHPbs"
105,"1","UgyMv_NVw_DqJhvR9U94AaABAg",1767627083.0,"2026-01-05T15:31:23Z","2026-02-26T12:42:41.982013Z",5029,7.992,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Negara penganut dajjal 👹...  Buat uu kayak setan .🤪. Menghambat kebebasan Rakyat untuk bersuara.  Ekonomi 2026.keos .. rakyat siap demo besar 2an melawan pr pemimpin dzolim .  Siap tabuh genderang perang , .⚔️⚔️⚔️","comment","2026-02-26T12:42:41.982033Z","@TomZsn","shoYSQlKgKY"
106,"1","UgwYb0r1JJsnHHNQk094AaABAg",1767831846.0,"2026-01-08T00:24:06Z","2026-02-26T12:42:48.240835Z",5030,5.414,0,"",0.0,"Negative","dataset_youtube_4_3LY-OHPbs.csv","Presiden juga klau tdk memenuhi sumpah jabatan dan janji kampanyenya sama saja dgn menghina pemberi mandat yg menggajinya adlh rakyat krna pejabat negara adlh pelayan rakyat","comment","2026-02-26T12:42:48.240866Z","@arlanmajasi8883","4_3LY-OHPbs"
107,"1","UgwFJDw6xCLgNDWThEp4AaABAg",1767330784.0,"2026-01-02T05:13:04Z","2026-02-26T12:42:51.999846Z",5031,2.478,1,"",0.0,"Positive","dataset_youtube_lTKZ2m9YJms.csv","Akhirnya, TERIMA KASIH OM GIBRAN 😊😊😊😊","comment","2026-02-26T12:42:51.999875Z","@rakyat_biasa-s4o","lTKZ2m9YJms"
108,"1","UgzUwtljQt3pvpnNpZp4AaABAg",1763436149.0,"2025-11-18T03:22:29Z","2026-02-26T12:43:59.252833Z",5032,11.862,29,"",7.0,"Negative","dataset_youtube_zX1w17T4s7o.csv","RUU ini menegaskan polisi tak bisa menangkap orang sembarang karena semua penangkapan dan penggeledahan harus mendapat izi dari kepala pengadilan mulai dari penangkapan pencuri, begal, narkoba, pemalak, preman dll polisi harus mempunyai 2 alat bukti dan izin pengadilan untuk biss melakukannya, menurut saya kuhap ini malah akan menguntungkan para penjahat","comment","2026-02-26T12:43:59.252862Z","@FrankLauren-nu1lm","zX1w17T4s7o"
109,"1","Ugw2Taxy5sA-qM2U2Dt4AaABAg",1767521057.0,"2026-01-04T10:04:17Z","2026-02-26T12:44:02.324210Z",5033,2.342,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","😂😂😂😂 buat korupsi sama perusak alam gak ada hukum nya..","comment","2026-02-26T12:44:02.324250Z","@aldoaldo1377","shoYSQlKgKY"
110,"1","UgxHirXh3qF1zR8a9G14AaABAg",1767534673.0,"2026-01-04T13:51:13Z","2026-02-26T12:44:07.384494Z",5034,4.397,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Apa2 mahal kerja sehari tdk cukup untuk sehari   .","comment","2026-02-26T12:44:07.384517Z","@Ainsulaiman-q6i","shoYSQlKgKY"
111,"1","Ugw9FOW3MOjL17O-HT14AaABAg",1767381623.0,"2026-01-02T19:20:23Z","2026-02-26T12:44:20.366373Z",5035,12.309,1,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Ngeriiii... Giliran RUU Yang Mengokohkan para koruptor dan pejabat"" Konoha Secepat Kilat Pengesahannya... Giliran RUU Perampasan Aset Koruptor Tidak ada sedikitpun Niat Para pemerintah untuk membahas apalagi mengesahkannya...  🙈🙈🙈 Negara Macam Apa Ini...???","comment","2026-02-26T12:44:20.366392Z","@RedArmy_77","shoYSQlKgKY"
112,"1","UgzMUQDqJVL_AwIZAC54AaABAg",1767331285.0,"2026-01-02T05:21:25Z","2026-02-26T12:44:22.740595Z",5036,1.743,0,"",0.0,"Negative","dataset_youtube_w0d3QZfY60Y.csv","Ini mh ldang korupsi bru..","comment","2026-02-26T12:44:22.740619Z","@adesanjayagodel6674","w0d3QZfY60Y"
113,"1","UgwIfjHh7iD1FoA60rR4AaABAg",1767490833.0,"2026-01-04T01:40:33Z","2026-02-26T12:44:25.615034Z",5037,2.144,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","😂😂😂😂rezim pengen berkuasa sepenuhnya....suatu saat rakyat bs berpesta","comment","2026-02-26T12:44:25.615048Z","@luthfiazahra4393","shoYSQlKgKY"
114,"1","Ugw3i2Ij4Nm758RaQTl4AaABAg",1767399171.0,"2026-01-03T00:12:51Z","2026-02-26T12:44:33.442015Z",5038,7.101,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","MAAF YA ALLOH HAMBA MOHON DUKA MISKIN YA ALLOH, BILA INDONESIA SEKURUH PEJABAT TDK BERPIKIR TRHDP DUKA MIS KUN """"""HANCURKAN "" INDINESIA AGAR MANUSIA MISKIN SELU RUHNYA, AGAR HARTA TDK BISA DILIHAT MATA AMIIIN. BOHONG, KEJAM ,DURHAKA, BAJINGAN JGA OTAK BEJAD PERKAYA DIRI. ITULAH """" JAWABAN JIWA RAGA """" MKSH","comment","2026-02-26T12:44:33.442041Z","@SuhartoHarto-z7e","shoYSQlKgKY"
115,"1","UgzsIysfP0WDOt2ISZN4AaABAg",1767339869.0,"2026-01-02T07:44:29Z","2026-02-26T12:44:45.961968Z",5040,4.94,0,"",0.0,"Positive","dataset_youtube_w0d3QZfY60Y.csv","Setuju","comment","2026-02-26T12:44:45.961984Z","@mariomm9266","w0d3QZfY60Y"
116,"1","Ugwqtgfb-VdTdBRxHWR4AaABAg",1767393484.0,"2026-01-02T22:38:04Z","2026-02-26T12:44:50.158816Z",5041,3.162,9,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","bikin undang undang terus supaya tikus tikus tetep aman","comment","2026-02-26T12:44:50.158841Z","@neoseno","shoYSQlKgKY"
117,"1","UgxKMBuHugPOOe3Bbm54AaABAg",1767424991.0,"2026-01-03T07:23:11Z","2026-02-26T12:44:56.467254Z",5042,5.606,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Hukup koruptor ada ngak . Hukum DPR makan tidur ada ngak .😅 Hukum pemerintah bayak omon omon ada ngak  Hukum ini di buat biar masyarakat tidak boleh bersura lagi . Berlaku Untuk masyarakat .bukan buat para koruptor","comment","2026-02-26T12:44:56.467279Z","@aboy1278a","shoYSQlKgKY"
118,"1","UgyoVa97R5UVjFb7Ccx4AaABAg",1763556974.0,"2025-11-19T12:56:14Z","2026-02-26T12:45:05.528009Z",5044,3.93,0,"",0.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","Yang mewakili rakyat aturan yang mana ya","comment","2026-02-26T12:45:05.528034Z","@momogt3055","Qw10XTGCt8A"
119,"1","UgyzuG4Wc5bLsr6VLaZ4AaABAg",1763556421.0,"2025-11-19T12:47:01Z","2026-02-26T12:45:08.245549Z",5045,1.959,2,"",0.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","Amburadul muak dengarnya, di bubarkan saja secepatnya","comment","2026-02-26T12:45:08.245570Z","@toanhoksuwardi9520","Qw10XTGCt8A"
120,"1","UgwisOn7zF8Xbv7Ex-x4AaABAg.APhjARJH76_APhmaPEKX1i",1763556714.0,"2025-11-19T12:51:54Z","2026-02-26T12:45:13.321134Z",5046,4.249,2,"UgwisOn7zF8Xbv7Ex-x4AaABAg","","Negative","dataset_youtube_Qw10XTGCt8A.csv","😂  kita sudah pusing Dgn Polri yg mayoritas anggotanya Oknum😂","reply","2026-02-26T12:45:13.321151Z","@HendraSaputra-e3r","Qw10XTGCt8A"
121,"1","Ugx0mywFZjRkbv_B-fh4AaABAg",1768767841.0,"2026-01-18T20:24:01Z","2026-02-26T12:45:51.797527Z",5047,5.474,0,"",0.0,"Positive","dataset_youtube_kTF__fN9vq5eSEeM.csv","MANTAP","comment","2026-02-26T12:45:51.797547Z","@yogapramadityapramaditya-f6k","fN9vq5eSEeM"
122,"1","UgwMUakJHtvbb3XCRnB4AaABAg.APgQugeXNEBAPgSfS6T1Cd",1763512190.0,"2025-11-19T00:29:50Z","2026-02-26T12:46:01.888500Z",5048,1.711,0,"UgwMUakJHtvbb3XCRnB4AaABAg","","Negative","dataset_youtube_UW9Fv322x4I.csv","Gaakan Mungkin Inget, Ketuanya Aja Banteng 😅","reply","2026-02-26T12:46:01.888520Z","@imashadow699","UW9Fv322x4I"
123,"1","Ugz0Q9NXywRKNd9bkPR4AaABAg",1767402979.0,"2026-01-03T01:16:19Z","2026-02-26T12:46:08.405613Z",5049,5.861,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Mana yg lebih di butuhkan saat ini apakah UUD yg di sahkan skrg atau UU perampasan aset koruptor , kalau yg bakal menguntungkan ke para pejabat kok cepat sekali di sahkan tapi kalau yg pro rakyat berbelit²","comment","2026-02-26T12:46:08.405635Z","@ArwanaEmas-l2i","shoYSQlKgKY"
124,"1","Ugx_H2QcPf9gTGl9hyl4AaABAg",1763554277.0,"2025-11-19T12:11:17Z","2026-02-26T12:46:11.519323Z",5050,1.934,167,"",12.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","BUBARKAN DPR...!!!! MEREKA BUKAN WAKIL RAKYAT...MEREKA HANYA MEMPERJUANGKAN KELOMPOKNYA SENDIRI..","comment","2026-02-26T12:46:11.519347Z","@SurabiCantikChanel","Qw10XTGCt8A"
125,"1","Ugx1BJTCkCeU1vGOGSB4AaABAg.ARVVD0IlSKmARZ2BP6CAmE",1767524836.0,"2026-01-04T11:07:16Z","2026-02-26T12:46:15.633206Z",5051,3.128,0,"Ugx1BJTCkCeU1vGOGSB4AaABAg","","Negative","dataset_youtube_shoYSQlKgKY.csv","​@ikyyky21  KARENA SIBODOH MENYEMBAH KORUTOR ( JOKOWI VERSI OCCRP )","reply","2026-02-26T12:46:15.633222Z","@Ahmad-c5w4f","shoYSQlKgKY"
126,"1","UgzXxq4s-5gd9KeD_tB4AaABAg",1767518035.0,"2026-01-04T09:13:55Z","2026-02-26T12:46:18.379475Z",5052,1.977,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Sama aja KUHAP sewenang-wenang,","comment","2026-02-26T12:46:18.379498Z","@marwan-sb2ip","shoYSQlKgKY"
127,"1","UgwUKNB_iZBE8fj0xSx4AaABAg.ARRSqONmKfoARSkgbAtTQy",1767313812.0,"2026-01-02T00:30:12Z","2026-02-26T12:46:26.048284Z",5053,1.142,0,"UgwUKNB_iZBE8fj0xSx4AaABAg","","Neutral","dataset_youtube_1cS3OVTYTPc.csv","​@abdidedichter6916 Kapan?","reply","2026-02-26T12:46:26.048307Z","@ratasena2207","1cS3OVTYTPc"
128,"1","UgxP2O8ryM3fzwVt3bt4AaABAg",1763552507.0,"2025-11-19T11:41:47Z","2026-02-26T12:46:28.527992Z",5054,1.914,0,"",0.0,"Negative","dataset_youtube_R5R2AzsQW4c.csv","Bikin merdeka DPR. betul kata iwan fals Kisah usang tikus-tikus kantor Yang suka berenang di sungai yang kotor Kisah usang tikus-tikus berdasi Yang suka ingkar janji lalu sembunyi Kucing datang, cepat ganti muka Segera menjelma bagai tak tercela Masa bodoh hilang harga diri Asal tak terbukti, ah, tentu sikat lagi","comment","2026-02-26T12:46:28.528032Z","@ladasfishing4255","R5R2AzsQW4c"
129,"1","Ugwo2xx_gnKFJgluub54AaABAg",1763470511.0,"2025-11-18T12:55:11Z","2026-02-26T12:47:07.530347Z",5056,6.588,0,"",0.0,"Negative","dataset_youtube_CdZvEO8qP-g.csv","Ap kalian msh yaqin 2045 bs mju😂😂😂","comment","2026-02-26T12:47:07.530372Z","@kiplymbeling1648","CdZvEO8qP-g"
130,"1","UgxWuWHqFDZzLU8iNj94AaABAg",1767314335.0,"2026-01-02T00:38:55Z","2026-02-26T12:47:09.824352Z",5057,1.475,16,"",6.0,"Negative","dataset_youtube_lTKZ2m9YJms.csv","Tinggal menunggu demo rakyat","comment","2026-02-26T12:47:09.824371Z","@diranerwana2315","lTKZ2m9YJms"
131,"1","Ugw6mQmOy9LcAldhYtZ4AaABAg",1767424177.0,"2026-01-03T07:09:37Z","2026-02-26T12:47:13.497439Z",5058,3.025,0,"",0.0,"Negative","dataset_youtube_w0d3QZfY60Y.csv","Di pasang rantey biar ga kabur🤣🤣🤣🤣","comment","2026-02-26T12:47:13.497463Z","@ididi7771","w0d3QZfY60Y"
132,"1","Ugxb4BhEqHFYwLs9xYJ4AaABAg",1767954668.0,"2026-01-09T10:31:08Z","2026-02-26T12:47:19.101468Z",5059,4.928,2,"",1.0,"Negative","dataset_youtube_kTF__fN9vq5eSEeM.csv","UU Perampasan Aset untuk Koruptor bagaimana.. hey para yang mulia di DPR","comment","2026-02-26T12:47:19.101520Z","@BegokCalak","fN9vq5eSEeM"
133,"1","UgxkL2lggPiYgbU8kXd4AaABAg",1767518002.0,"2026-01-04T09:13:22Z","2026-02-26T12:47:30.878910Z",5063,9.83,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Kalo tidak ingin direndahkan oleh rakyat,introfeksi diri dong.UU hanya untuk melindungi petinggi negara Konoha.","comment","2026-02-26T12:47:30.878932Z","@AdiSuprayono-w7w4d","shoYSQlKgKY"
134,"1","UgzbFVaj4C0RxIGUBxJ4AaABAg",1767442038.0,"2026-01-03T12:07:18Z","2026-02-26T12:47:36.547402Z",5064,4.715,0,"",0.0,"Neutral","dataset_youtube_w0d3QZfY60Y.csv","Masih lama itu. Ini kan masih 2021. 😅😅😅","comment","2026-02-26T12:47:36.547422Z","@Rica230","w0d3QZfY60Y"
135,"1","Ugyuw8akt2HRMR9TOu14AaABAg",1763463046.0,"2025-11-18T10:50:46Z","2026-02-26T12:47:39.120405Z",5065,1.897,0,"",0.0,"Negative","dataset_youtube_qEr2qHQ1z4M.csv","Mana UU Perampasan aset!!!pak Prabowo gimana ini!!!","comment","2026-02-26T12:47:39.120419Z","@JimboWagu","qEr2qHQ1z4M"
136,"1","UgwQLcCh1LN7xcvKjnN4AaABAg",1763551296.0,"2025-11-19T11:21:36Z","2026-02-26T12:47:42.346128Z",5066,2.326,0,"",0.0,"Negative","dataset_youtube_CdZvEO8qP-g.csv","Di ingat partai mana yang menyetujui supaya bertanggung jawab","comment","2026-02-26T12:47:42.346154Z","@komangsatriasa1507","CdZvEO8qP-g"
137,"1","UgxM8lFWFSV1wB-5cI94AaABAg",1767561999.0,"2026-01-04T21:26:39Z","2026-02-26T12:47:44.217980Z",5067,1.207,1,"",0.0,"Positive","dataset_youtube_shoYSQlKgKY.csv","Ini baru bagus 👍","comment","2026-02-26T12:47:44.218003Z","@yoghaeko8532","shoYSQlKgKY"
138,"1","UgxsLIZPzmfV25On9k14AaABAg.APhow3jXt1yAPhpyMeMO2V",1763558483.0,"2025-11-19T13:21:23Z","2026-02-26T12:47:51.501022Z",5068,5.81,0,"UgxsLIZPzmfV25On9k14AaABAg","","Negative","dataset_youtube_Qw10XTGCt8A.csv","Bisa jadi pngesahan ini buat pengalihan isu ijazah jokowi dan  menekan  pendukung Roy suryo cs  buat bersuara..","reply","2026-02-26T12:47:51.501090Z","@ulfailyah2074","Qw10XTGCt8A"
139,"1","UgwGaJlokxpUiwZg5pV4AaABAg",1763554984.0,"2025-11-19T12:23:04Z","2026-02-26T12:48:07.230915Z",5069,14.606,0,"",0.0,"Negative","dataset_youtube_R5R2AzsQW4c.csv","Bikin gedeg bgt kelakuan tikus sekandang ini.buset dah gak ada malunya sm rakyat.","comment","2026-02-26T12:48:07.230941Z","@eviedion6447","R5R2AzsQW4c"
142,"1","UgxLtPPVUEIjTaDm8Kx4AaABAg",1763469499.0,"2025-11-18T12:38:19Z","2026-02-26T12:48:19.774070Z",5070,1.075,0,"",0.0,"Negative","dataset_youtube_CdZvEO8qP-g.csv","Dah lah wakil siapa sebenarnya mereka 😂","comment","2026-02-26T12:48:19.774094Z","@megadwipayana5544","CdZvEO8qP-g"
140,"1","Ugx9r5M7RDjgEcmO60N4AaABAg",1763604224.0,"2025-11-20T02:03:44Z","2026-02-26T12:48:13.328914Z",5071,3.462,0,"",0.0,"Positive","dataset_youtube_cSJIdclNL60.csv","Pro kontra hal yg wajar, jalankan SJ dl KUHAP yg baru JK ada permasalahan di kemudian hari tinggal revisi","comment","2026-02-26T12:48:13.328939Z","@faizfamili2","cSJIdclNL60"
141,"1","UgzuwLPFXaCSWO9XqGt4AaABAg",1763556502.0,"2025-11-19T12:48:22Z","2026-02-26T12:48:16.933948Z",5072,2.855,0,"",0.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","Beginilah kalau DPR tidak segera dibubarkan...  Hmm...","comment","2026-02-26T12:48:16.933971Z","@thetruthwillsetyoufree6996","Qw10XTGCt8A"
143,"1","UgzM3soP2lq-lf3ICdx4AaABAg",1767331189.0,"2026-01-02T05:19:49Z","2026-02-26T12:48:24.328240Z",5073,3.254,0,"",0.0,"Positive","dataset_youtube_w0d3QZfY60Y.csv","Pidana kerja sosial masyarakat harus ikut mengawasi","comment","2026-02-26T12:48:24.328259Z","@arymusliman2119","w0d3QZfY60Y"
144,"1","Ugy99HU5aWU8HQ8Huyp4AaABAg",1767559395.0,"2026-01-04T20:43:15Z","2026-02-26T12:48:36.938230Z",5074,11.869,0,"",0.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Puluhan tahun rakyat di hina dgn korupsi, emang se suci itu hukum kalian? Suatu saat rakyat, bumi, dan tuhan yg akan memberikan panduan pembersihan terhadap kalian2 bangsa parasit. Kmaren baru sumatra di beri cobaan, skala masih kecil, bagi tuhan, besok bisa2 seluruh pulau di beri cobaan karna ulah bangsa yg dzolim😊","comment","2026-02-26T12:48:36.938252Z","@wtfmaddox2","shoYSQlKgKY"
145,"1","UgyI2qrUSA4dFHcMDQl4AaABAg",1763556215.0,"2025-11-19T12:43:35Z","2026-02-26T12:48:41.584525Z",5075,3.935,0,"",0.0,"Negative","dataset_youtube_Qw10XTGCt8A.csv","Awas kau .akan .di tuntut .di hadapan Allah ..eee ..maaf ..DPR kan nggak takut sama Tuhan nya","comment","2026-02-26T12:48:41.584545Z","@MaryantiCatering","Qw10XTGCt8A"
146,"1","Ugw5EVxHDIgwZkF_rEh4AaABAg",1767404220.0,"2026-01-03T01:37:00Z","2026-02-26T12:48:43.398466Z",5076,1.147,0,"",0.0,"Positive","dataset_youtube_shoYSQlKgKY.csv","Setuju","comment","2026-02-26T12:48:43.398489Z","@mariomm9266","shoYSQlKgKY"
147,"1","UgxAzC3fpWr2zoP3m2B4AaABAg",1763469933.0,"2025-11-18T12:45:33Z","2026-02-26T12:48:49.478238Z",5077,1.462,0,"",0.0,"Negative","dataset_youtube_CdZvEO8qP-g.csv","RUU PERAMPASAN ASET MANA OI","comment","2026-02-26T12:48:49.478261Z","@hnchannel233","CdZvEO8qP-g"
148,"1","UgwktiIoSRZXrf04Nqd4AaABAg",1767390130.0,"2026-01-02T21:42:10Z","2026-02-26T12:48:51.308337Z",5078,1.156,0,"",1.0,"Negative","dataset_youtube_shoYSQlKgKY.csv","Akan terjadi perang sesama anak bangsa, sudah jelas pembungkaman. Jelas koruptornya jelas hukuman allah nyata.","comment","2026-02-26T12:48:51.308359Z","@KEDAIBOYTV86","shoYSQlKgKY"
